query_idx,query_category,query_text,p_at_k,hits,k,retrieved_categories,model,alpha
1897,GROCERY,"Wickedly Prime Organic Roasted Seaweed Snacks, Sea Salt, 0.17 Ounce . One 0.17-ounce pack | Harvested in protected bays | Product of Korea | 25 calories per serving | An Amazon brand | One 0.17-ounce ",1.0,5,5,"['GROCERY', 'GROCERY', 'GROCERY', 'GROCERY', 'GROCERY']",base,0.6
2453,SHOES,"Amazon Essentials Women's Ballet Flat, Black Knit, 12.5 B US . Classic and versatile ballet flat designed for daily wear and superior fit; a staple in every woman’s wardrobe | Casual silhouette with r",1.0,5,5,"['SHOES', 'SHOES', 'SHOES', 'SHOES', 'SHOES']",base,0.6
318,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Whale 3D Printed Hard Back Case Mobile Cover for Nokia 6.1 Plus . 3D Printed Hard Back Case Mobile Cover for Nokia 6.1 Plus | Easy to put & take off with perfect cutouts,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
4513,FINERING,"Anello rotondo in argento Sterling placcato platino o oro con zirconi Swarovski,Fantasia verde,Size 8 . Centrotavola rotondo con zirconi, taglio brillante di Swarovski, incorniciata in un set di alone",0.8,4,5,"['FINERING', 'FINEEARRING', 'FINERING', 'FINERING', 'FINERING']",base,0.6
7655,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Sea View 3D Printed Hard Back Case Mobile Cover for Meizu M3 Note . 3D Printed Hard Back Case Mobile Cover for Meizu M3 Note | Easy to put & take off with perfect cutout,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
1512,HOME_BED_AND_BATH,"Pinzon Heather Jersey Yarn Dye Duvet Set, Violet Heather Stripe, 135 x 200 cm & 1 Pillowcase 80 x 80 cm . a product photo of heather jersey bed set",1.0,5,5,"['HOME_BED_AND_BATH', 'HOME_BED_AND_BATH', 'HOME_BED_AND_BATH', 'HOME_BED_AND_BATH', 'HOME_BED_AND_BATH']",base,0.6
7052,CHAIR,UMI Essentials Wingback Fireside Recliner Armchair in Check Tartan Fabric Reclining Chair Sofa (Tartan Blue) . a product photo of chair sofa,0.4,2,5,"['SOFA', 'CHAIR', 'HOME', 'CHAIR', 'FURNITURE_COVER']",base,0.6
2862,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Happy Girls are The Prettiest UV Printed Soft Back Case Mobile Cover for Itel A23 . Snug fit for Itel A23, with perfect cut-outs for volume buttons, audio and charging p",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
47,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Take It Easy 3D Printed Hard Back Case Mobile Cover for HTC One M8 . 3D Printed Hard Back Case Mobile Cover for HTC One M8 | Easy to put & take off with perfect cutouts ,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
8180,HOME_BED_AND_BATH,AmazonBasics Pinch Pleat Shower Curtain . a product photo of curtain in a bathroom,0.4,2,5,"['HOME_BED_AND_BATH', 'HOME', 'HOME_FURNITURE_AND_DECOR', 'HOME_BED_AND_BATH', 'HOME_FURNITURE_AND_DECOR']",base,0.6
6497,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Multicolor Girl Smile Design Printed Soft Back Case Mobile Cover for Oppo F15 . Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports |",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
1791,CABINET,"Solutions 14840 203 Revolving Door Wardrobe with 6 Doors, Arctic White/Front Varnished White with Three Schubkästen . a product photo of 14840 2030999999 . 14840 | Breite 300 | Drehtürenschrank | EFN_",0.2,1,5,"['HOME_FURNITURE_AND_DECOR', 'HOME_FURNITURE_AND_DECOR', 'CABINET', 'DRESSER', 'BED']",base,0.6
711,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Black Multi Patterns 3D Printed Hard Back Case Mobile Cover for Huawei Honor 5c . 3D Printed Hard Back Case Mobile Cover for Huawei Honor 5c | Easy to put & take off wit,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
5082,SPORTING_GOODS,"AmazonBasics Pushup Handles with Rotating Base Exercise Equipment - 10.6 x 9 x 5.5 Inches, Red (Renewed) . Pushup handles with rotating base offer an extra level of challenge to ordinary pushups; help",0.4,2,5,"['SPORTING_GOODS', 'SPORTING_GOODS', 'CHAIR', 'MUSCLE_ROLLER', 'WRITING_INSTRUMENT']",base,0.6
5849,BABY_PRODUCT,AmazonBasics Heather Jersey Baby Fitted Sheet . a product photo of heather jersey mattress . spannbetttuch für kinderbett | bettlaken | kinderbett matratzenbezug | bettspanntuch | babybett laken baumw,0.0,0,5,"['HOME_BED_AND_BATH', 'HOME_BED_AND_BATH', 'HOME_BED_AND_BATH', 'HOME_BED_AND_BATH', 'HOME_BED_AND_BATH']",base,0.6
4836,BATTERY,AmazonBasics AAA High-Capacity Rechargeable Batteries (4-Pack) and Ni-MH AA & AAA Battery Charger With USB Port Set . 아마존 브랜드. | Amazon 亚马逊旗下品牌 | 此為亞馬遜的品牌 | Uma marca Amazon. | מוצר של Amazon | إحدى ا,1.0,5,5,"['BATTERY', 'BATTERY', 'BATTERY', 'BATTERY', 'BATTERY']",base,0.6
8752,OFFICE_ELECTRONICS,AmazonBasics Pare-vue pour écran large Écran large 16:9 23.6 Inch (16:9 ) . a product photo of widescreen privacy screen,0.4,2,5,"['OFFICE_ELECTRONICS', 'OFFICE_ELECTRONICS', 'VIDEO_PROJECTOR', 'CE_ACCESSORY', 'CABINET']",base,0.6
8215,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer White Texture 3D Printed Hard Back Case Mobile Cover for Apple iPhone 8 Plus (with Logo Cut) . 3D Printed Hard Back Case Mobile Cover for Apple iPhone 8 Plus (With Logo ,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
1090,SANDAL,"206 Collective Eve - Sandalias de tacón Alto para Mujer, Cuero Blanco, 11.5 . Eve Stiletto Sandalias de vestir - Bajo . a product photo of eve women ' s sandal sandals",0.8,4,5,"['SANDAL', 'SANDAL', 'SANDAL', 'SHOES', 'SANDAL']",base,0.6
3538,SHOES,"The Fix Zaylie Scrunch Mocasín Plano para Mujer, Black Leather/Snow Leopard Calf Hair, 7 B(M) US . La TOPLINE elástico promete un ajuste perfecto a este bajo perfil loafer-inspired plana con ricos det",1.0,5,5,"['SHOES', 'SHOES', 'SHOES', 'SHOES', 'SHOES']",base,0.6
3550,BEAUTY,"Solimo 5-Blade MotionSphere Razor for Men with Dual Lubrication and Precision Beard Trimmer, Handle & 2 Cartridges & 5-Blade Razor for Women, Handle, 2 Cartridges & Shower Hanger . 产品 1：一个手柄和两个 5 刀片剃须",0.2,1,5,"['ORTHOPEDIC_BRACE', 'STICKER_DECAL', 'RAZOR_BLADE_CARTRIDGE', 'HAIR_COMB', 'BEAUTY']",base,0.6
1817,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Love Pink 3D Printed Hard Back Case Mobile Cover for Sony Xperia X . 3D Printed Hard Back Case Mobile Cover for Sony Xperia X | Easy to put & take off with perfect cutou,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
6817,GROCERY,"Whole Foods Market, Fizzing Bath Bomb, Lavender Vanilla, 2.3 oz . Fill your tub and release a fizzing bath bomb into pleasantly warm water. Thousands of tiny bubbles release the skin softening mixture",0.6,3,5,"['GROCERY', 'BEAUTY', 'GROCERY', 'BATHWATER_ADDITIVE', 'GROCERY']",base,0.6
668,SANDAL,"Marca Amazon - Find. Sandalias abiertas para mujer., color Azul, talla 39 EU . a product photo of open sandals in navy sued",0.6,3,5,"['SANDAL', 'SANDAL', 'SHOES', 'SHOES', 'SANDAL']",base,0.6
3127,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Cloth Print 3D Printed Hard Back Case Mobile Cover for Gionee Marathon M5 lite . 3D Printed Hard Back Case Mobile Cover for Gionee Marathon M5 lite | Easy to put & take ,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
5809,GROCERY,"365 EVERYDAY VALUE Organic WTG Crunchy Quinoa Milk Chocolate Bar, 2.8 OZ . Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may g",0.6,3,5,"['GROCERY', 'GROCERY', 'GROCERY', 'HEALTH_PERSONAL_CARE', 'SNACK_FOOD_BAR']",base,0.6
4100,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Simple White Rangoli 3D Printed Hard Back Case Mobile Cover for Apple iPhone 7 (with Logo Cut) . 3D Printed Hard Back Case Mobile Cover for Apple iPhone 7 (With Logo Cut,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
3914,ELECTRIC_WATER_BOILER,AmazonCommercial Black Stainless Steel Electric Gooseneck Kettle . a product photo of amazoncommercial black electric kettle,0.2,1,5,"['ELECTRIC_WATER_BOILER', 'COFFEE_MAKER', 'SAUTE_FRY_PAN', 'KITCHEN', 'SPORTING_GOODS']",base,0.6
8848,LEGUME,"365 Everyday Value, Organic Traditional Baked Beans, 15 oz . Brought to you by Whole Foods Market.  The packaging for this product has a fresh new look. During this transition, you may get the origina",0.6,3,5,"['GROCERY', 'LEGUME', 'GROCERY', 'LEGUME', 'LEGUME']",base,0.6
5764,SHOES,"Amazon Brand - 206 Collective Women's Madison Ballet Flat, Navy, 10 B US . 一脚蹬芭蕾平底鞋，采用柔软的绒面革和蝴蝶结装饰鞋头 | 弹性鞋口设计 | 缓震鞋垫 | Bailarinas planas sin cordones con puntera recortada con lazo. | Tablero elástico",1.0,5,5,"['SHOES', 'SHOES', 'SHOES', 'SHOES', 'SHOES']",base,0.6
7154,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Blossom Weather UV Printed Soft Back Case Mobile Cover for Vivo Y19 . Snug fit for Vivo Y19, with perfect cut-outs for volume buttons, audio and charging ports | Compati",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
700,LIGHT_FIXTURE,"Amazon Brand – Rivet Modern Wall Sconce with Bulb, 9.13""H, Satin Brass . 이 중세기의 현대적인 벽 장식으로 개성을 더하세요. 새틴 브라스 마감으로 모던, 빈티지 및 산업을 포함한 다양한 홈 데코 스타일을 보완합니다. 장식용 전구는 자체적으로 표현하기 때문에 그늘이 필요하지 않습니다. | 조립 치수: ",0.4,2,5,"['LIGHT_FIXTURE', 'LIGHT_FIXTURE', 'LAMP', 'LAMP', 'LAMP']",base,0.6
5336,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Randam Multicolor Fall 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J5 Prime . 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy J5 Prime | Easy to ,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
4002,SANDAL,"Amazon Essentials Women's Thong Sandal . Made in China | Featuring a comfortable insole crafted from 5mm of latex foam padding, these casual, versatile sandals are designed for daily wear and superior",1.0,5,5,"['SANDAL', 'SANDAL', 'SANDAL', 'SANDAL', 'SANDAL']",base,0.6
1018,HOME,Rivet Black on White Blueprint of 1899 Typewriter . a product photo of black white typewriter patent patent patent patent patent patent patent patent patent patent patent,0.4,2,5,"['HOME', 'WALL_ART', 'HOME', 'WALL_ART', 'WALL_ART']",base,0.6
5664,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Multicolor Love Printed Soft Back Case Mobile Cover for Realme C3 . Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports | Compatible ",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
6837,WRITING_INSTRUMENT,AmazonBasics Mechanical Drafting Pencil . a product photo of mechanical drafting pen,0.2,1,5,"['WRITING_INSTRUMENT', 'INPUT_PEN', 'OFFICE_PRODUCTS', 'OFFICE_PRODUCTS', 'TOOLS']",base,0.6
6802,FINEEARRING,Sterling Silver Celtic Knot Earrings . Sterling Silver Celtic Dara Knot Drop Earrings | Celtic knot jewellery inspired by the constricting and continuous designs that dominate Celtic artworks illumina,1.0,5,5,"['FINEEARRING', 'FINEEARRING', 'FINEEARRING', 'FINEEARRING', 'FINEEARRING']",base,0.6
1402,HARDWARE_HANDLE,"AmazonCommercial Grade 2 Commercial Duty Door Lever-Entry Lockset, Polished Brass Finish, Set of 4 . a product photo of amazoncommercial grade door handles . key pad lock for door push button locks pa",1.0,5,5,"['HARDWARE_HANDLE', 'HARDWARE_HANDLE', 'HARDWARE_HANDLE', 'HARDWARE_HANDLE', 'HARDWARE_HANDLE']",base,0.6
8088,HEALTH_PERSONAL_CARE,"Amazon Brand - Presto! Disinfectant Floor Cleaner Citrus - 975 ml (Pack of 12) . All purpose cleaner which kills 99.99% germs* | Cleans tough stains ranging from coffee, ketchup, soy sauce, mustard sa",0.6,3,5,"['HEALTH_PERSONAL_CARE', 'HEALTH_PERSONAL_CARE', 'CLEANING_AGENT', 'HEALTH_PERSONAL_CARE', 'CLEANING_AGENT']",base,0.6
7081,SHOES,Centrino Men's 5658 Tan Loafers-6 UK (40 EU) (7 US) (5658-01) . आउटर मटीरियल: सिंथेटिक | क्लोज़र टाइप: स्लिप ऑन | हील टाइप: कोन हील | हील्स की ऊंचाई: 2.5 सेंटीमीटर | टो स्टाइल: पॉइंटेड टो | वारंटी टाइ,1.0,5,5,"['SHOES', 'SHOES', 'SHOES', 'SHOES', 'SHOES']",base,0.6
1328,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Wax Color On Canvas 3D Printed Hard Back Case Mobile Cover for VIVO Y15 . 3D Printed Hard Back Case Mobile Cover for VIVO Y15 | Easy to put & take off with perfect cutou,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
8758,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Cute Little Boy Pink Pattern 3D Printed Hard Back Case Mobile Cover for Vivo Y19 / Vivo U20 . Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and ch",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
4353,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Colourfull Earth Printed Hard Back Case Mobile Cover forVivo V15 Pro (D1178) . Snug fit for Vivo V15 Pro, with perfect cutouts for volume buttons, audio & charging ports",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
8072,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Black Paint Texture on Wood 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy C7 Pro . 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy C7 Pro | Easy to,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
7701,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Peacock Feather UV Printed Soft Back Case Mobile Cover for Panasonic Eluga Ray X . Snug fit for Panasonic Eluga Ray X, with perfect cut-outs for volume buttons, audio an",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
8725,SHOES,Amazon Brand - Symbol Men's Grey Sneakers-6 UK/India (39 EU) (AZ-YS-185 C) . മെറ്റീരിയൽ ടൈപ്പ്: പോളിസ്റ്റർ | ലൈഫ്സ്റ്റൈൽ: കാഷ്വൽ | ക്ലോഷർ ടൈപ്പ്: ലേസ്-അപ്പ് | വാറണ്ടി ടൈപ്പ്: നിർമ്മാതാവ് | ഉൽപ്പാദന വൈ,1.0,5,5,"['SHOES', 'SHOES', 'SHOES', 'SHOES', 'SHOES']",base,0.6
6538,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Heart Texture UV Printed Soft Back Case Mobile Cover for Samsung Galaxy J7 Prime . Snug fit for Samsung Galaxy J7 Prime, with perfect cut-outs for volume buttons, audio ",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
7480,LABEL,"AmazonBasics runde Etiketten für Laser- und Tintenstrahldrucker, 6,4 cm, Kraftpapier, Braun, 90 Stück . Runde selbstklebende Etiketten können leicht angepasst werden; ideal für verbesserte Nachrichten",0.2,1,5,"['LABEL', 'HOME_BED_AND_BATH', 'BISS', 'WINDOW_SHADE', 'OFFICE_PRODUCTS']",base,0.6
3646,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Rectangle Color 3D Printed Hard Back Case Mobile Cover for Moto Z2 Play . 3D Printed Hard Back Case Mobile Cover for Moto Z2 Play | Easy to put & take off with perfect c,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
5128,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Heart Design 3D Printed Hard Back Case Mobile Cover for Realme 3 / Realme 3i . Snug fit for Mobile, with perfect cut-outs for volume buttons, audio and charging ports | ",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
994,SHOES,Chadstone Men's Black Loafers-9 UK (43 EU) (CH 122) . బయటి మెటీరియల్: సింథటిక్ లెదర్ | క్లోజర్ రకం: స్లిప్ ఆన్ | టో స్టైల్: రౌండ్ టో | వారంటీ రకం: తయారీదారు | వారంటీ వివరణ: 90 రోజులు | ഔട്ടർ മെറ്റീരിയ,1.0,5,5,"['SHOES', 'SHOES', 'SHOES', 'SHOES', 'SHOES']",base,0.6
2517,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Half Fill 3D Printed Hard Back Case Mobile Cover for Nokia 6.1 Plus . Snug fit for Nokia 6.1 Plus, with perfect cut-outs for volume buttons, audio and charging ports | C",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
1452,SPORTING_GOODS,"Amazon Gear Herren Long Sleeve Full Zip Track Jacket . Long Sleeve Full Zip Jacke | Kontrastnähte und RV | Linken Brust Stickerei . a product photo of herren long - sleeved jacket . Jacke, Trainingsja",0.8,4,5,"['OUTDOOR_RECREATION_PRODUCT', 'SPORTING_GOODS', 'SPORTING_GOODS', 'SPORTING_GOODS', 'SPORTING_GOODS']",base,0.6
7136,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Quotes UV Printed Soft Back Case Mobile Cover for OnePlus 7T . Snug fit for OnePlus 7T, with perfect cut-outs for volume buttons, audio and charging ports | Compatible w",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
1559,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Heart Holding Bear 3D Printed Hard Back Case Mobile Cover for Vivo Y95 . 3D Printed Hard Back Case Mobile Cover for Vivo Y95 | Easy to put & take off with perfect cutout,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
5411,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Wax Color 3D Printed Hard Back Case Mobile Cover for Oppo F1s . 3D Printed Hard Back Case Mobile Cover for Oppo F1s | Easy to put & take off with perfect cutouts for vol,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
4516,SHOES,"find. Fidel Derbys, Brown Classic Tan, 9 US . Designed in Europe - please refer to size chart for specific measurements to achieve the perfect fit | An Amazon Brand . a product photo of fidel derbys .",0.8,4,5,"['SHOES', 'SHOES', 'BOOT', 'SHOES', 'SHOES']",base,0.6
2957,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Teddy Bear UV Printed Soft Back Case Mobile Cover for Vivo Y91i . Snug fit for Vivo Y91i, with perfect cut-outs for volume buttons, audio and charging ports | Compatible",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
3733,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Floral Printed Hard Back Case Mobile Cover for Huawei Nova 3i (D1138) . Snug fit for Huawei Nova 3i, with perfect cutouts for volume buttons, audio & charging ports | St",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
7370,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Electroplated Mobile Cover (Soft & Flexible Back case), for Samsung Galaxy M30 (Black) . Easy to put and take off, Compatible with Samsung Galaxy M30 | Unique and premium shiny e",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
6261,HOME_FURNITURE_AND_DECOR,"Amazon Brand - Solimo DIY 2 in 1 Printed Photo Album and Scrapbook, 25 x 16 cm, Brother . 2 in 1 printed photo album & scrapbook; cleverly organise your photos and memories | Premium quality thick pap",0.2,1,5,"['HOME_FURNITURE_AND_DECOR', 'HOME', 'CELLULAR_PHONE_CASE', 'HOME', 'HOME']",base,0.6
6607,HANDBAG,Flavia Women's Handbag (Pink) . फॉक्स लेदर मटीरियल पिंक (गुलाबी) रंग का हैंडबैग | 23 सेंटीमीटर ऊंचाई x 26 सेंटीमीटर लंबाई | अत्याधिक गर्मी से बचाएं | Faux leather material pink colored handbag | 23 ce,1.0,5,5,"['HANDBAG', 'HANDBAG', 'HANDBAG', 'HANDBAG', 'HANDBAG']",base,0.6
4686,ABIS_DRUGSTORE,Amazon Brand: Presto! Floral Air Freshener . a product photo of floral air freshener . Lufterfrischer | Lufterfrischer nachfüllen | Mini-Aerosol | Mini-Aerosol mit Nachfüllung,0.0,0,5,"['HEALTH_PERSONAL_CARE', 'HEALTH_PERSONAL_CARE', 'HEALTH_PERSONAL_CARE', 'AREA_DEODORIZER', 'HEALTH_PERSONAL_CARE']",base,0.6
8032,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Heart Texture on Glitters 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy C9 Pro . 3D Printed Hard Back Case Mobile Cover for Samsung Galaxy C9 Pro | Easy to p,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
2943,CELLULAR_PHONE_CASE,"Amazon Brand - Solimo Designer Red Roses 3D Printed Hard Back Case Mobile Cover for Huawei G8 . Snug fit for Huawei G8, with perfect cut-outs for volume buttons, audio and charging ports | Compatible ",1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
6792,GROCERY,"Whole Foods Market, Organic Orzo, 16 oz . Our organic orzo {or-zoh} is made in Italy at an authentic pastificio dedicated to making only the highest quality pastas. Made with organic durum wheat, our ",0.8,4,5,"['NOODLE', 'GROCERY', 'GROCERY', 'GROCERY', 'GROCERY']",base,0.6
1022,TABLE,"Amazon Brand - Solimo Mars Engineered Wood Bedside Table with drawer (Wenge Finish) . ഉൽപ്പന്നത്തിന്‍റെ അളവുകൾ: 36 cm (W) x 43 cm (L) x 46 cm (H) | 15-ൽ കൂടുതൽ സുരക്ഷ, ഗുണനിലവാര പരിശോധനകൾക്ക് വിധപ്രീമ",0.6,3,5,"['TABLE', 'TABLE', 'BED', 'TABLE', 'BED']",base,0.6
3803,CELLULAR_PHONE_CASE,Amazon Brand - Solimo Designer Multicolor Box 3D Printed Hard Back Case Mobile Cover for Vivo Y66 . 3D Printed Hard Back Case Mobile Cover for Vivo Y66 | Easy to put & take off with perfect cutouts fo,1.0,5,5,"['CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE', 'CELLULAR_PHONE_CASE']",base,0.6
9124,SUITCASE,"AmazonBasics – Maleta de mano con ruedas flexible y ligera, 81 cm, Rosa . Maleta de mano con ruedas ligera con exterior flexible | Fabricada en poliéster tejido de gran resistencia que le proporciona ",0.2,1,5,"['SUITCASE', 'HOME_FURNITURE_AND_DECOR', 'LAUNDRY_HAMPER', 'HOME_BED_AND_BATH', 'JANITORIAL_SUPPLY']",base,0.6
